title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year,cluster
The Golden Bough,James George Frazer,Sports,Mythology; Magic; Superstition; Religion; Primitive Religion; Magie,4.142857,7.0,1890.0,675.0,1721881646,OpenLibraryAPI,the golden bough james george frazer sports mythology magic superstition religion primitive religion magie,,7
Gemma the Gymnastics Fairy,Daisy Meadows,Sports,Jack Frost; Kirsty Tate (Fictitious character); Jack Frost (Legendary character); Fantasy fiction; Juvenile fiction; Fairies,4.3333335,6.0,2008.0,73.0,1443138738,OpenLibraryAPI,gemma the gymnastics fairy daisy meadows sports jack frost kirsty tate fictitious character jack frost legendary character fantasy fiction juvenile fiction fairies,,1
The Blind Side,Michael Lewis,Sports,Football; Biography; Football players; University of Mississippi; College sports; New York Times reviewed,3.8888888,9.0,2006.0,346.0,0393640604,OpenLibraryAPI,the blind side michael lewis sports football biography football players university of mississippi college sports new york times reviewed,,7
The King's Men (All for the Game #3),Nora Sakavic,Sports,sports; lgbt; angst; romance; drama; thriller,4.75,4.0,2014.0,449.0,8381782309,OpenLibraryAPI,the king s men all for the game nora sakavic sports sports lgbt angst romance drama thriller,,7
Misconduct,Penelope Douglas,Sports,"Women teachers; Man-woman relationships; Fiction; Fiction, romance, contemporary; Teachers; Fiction, women",4.75,4.0,2015.0,385.0,9780451477286,OpenLibraryAPI,misconduct penelope douglas sports women teachers man woman relationships fiction fiction romance contemporary teachers fiction women,,1
Save Rafe,"James Patterson, Christopher Tebbetts",Sports,Middle school students; Humorous stories; Middle schools; Camping; Self-reliance; Juvenile fiction,4.75,4.0,2014.0,284.0,9780316286299,OpenLibraryAPI,save rafe james patterson christopher tebbetts sports middle school students humorous stories middle schools camping self reliance juvenile fiction,,7
Keeping 13,Chloe Walsh,Sports,"Contemporary Romance; Young Adult Fiction; Fiction, sports",4.75,4.0,2020.0,636.0,8419746991,OpenLibraryAPI,keeping chloe walsh sports contemporary romance young adult fiction fiction sports,,1
Escape From Mr. Lemoncello's Library,Chris Grabenstein,Sports,Libraries--Fiction.; Books and reading--Fiction.; Games--Fiction.; Libraries; Books and reading; Juvenile fiction,4.125,8.0,2013.0,320.0,9780804168083,OpenLibraryAPI,escape from mr lemoncello s library chris grabenstein sports libraries fiction books and reading fiction games fiction libraries books and reading juvenile fiction,,1
Drop Shot,Harlan Coben,Sports,Mystery; Sports agents; Crimes against; Fiction; Women tennis players; Myron Bolitar (Fictitious character),4.4,5.0,1996.0,368.0,9782266152679,OpenLibraryAPI,drop shot harlan coben sports mystery sports agents crimes against fiction women tennis players myron bolitar fictitious character ,,7
"Perrine's Literature--Structure, Sound & Sense--Twelfth Edition","Greg Johnson, Thomas R. Arp, Margaret Atwood, Ray Bradbury, Albert Camus, Антон Павлович Чехов, Kate Chopin, Richard Connell",Sports,literature collections; Literature; Collections; Anthologies; freedom; selfhood,4.1666665,6.0,2015.0,1627.0,9781285462349,OpenLibraryAPI,perrine s literature structure sound sense twelfth edition greg johnson thomas r arp margaret atwood ray bradbury albert camus kate chopin richard connell sports literature collections literature collections anthologies freedom selfhood,,7
Fundamentals of Anatomy & Physiology,"Frederic Martini, Kathleen Welch, Claire W. Garrison, Kathleen, Md. Welch, Ralph T. Hutchings, Frederic H. Martini, William C. Ober",Sports,"Anatomy; Examination questions; Handbooks; Handbooks, manuals; Human anatomy; Human physiology",4.1666665,6.0,1989.0,1138.0,0139230610,OpenLibraryAPI,fundamentals of anatomy physiology frederic martini kathleen welch claire w garrison kathleen md welch ralph t hutchings frederic h martini william c ober sports anatomy examination questions handbooks handbooks manuals human anatomy human physiology,,7
Beartown,Fredrik Backman,Sports,"Sweden, fiction; Fiction, sports; Fiction, humorous; nyt:hardcover-fiction=2017-05-14; New York Times bestseller; Fiction, humorous, general",4.0,7.0,2017.0,432.0,1508249091,OpenLibraryAPI,beartown fredrik backman sports sweden fiction fiction sports fiction humorous nyt hardcover fiction new york times bestseller fiction humorous general,,1
The Foxhole Court,Nora Sakavic,Sports,sports; queer; angst; romance; drama; thriller,3.875,8.0,2013.0,261.0,1301529044,OpenLibraryAPI,the foxhole court nora sakavic sports sports queer angst romance drama thriller,,7
The book of basketball,Bill Simmons,Sports,Nonfiction; Sports & Recreations; National Basketball Association; Basketball; nyt:paperback-nonfiction=2010-12-26; New York Times bestseller,4.5,4.0,2009.0,715.0,034551176X,OpenLibraryAPI,the book of basketball bill simmons sports nonfiction sports recreations national basketball association basketball nyt paperback nonfiction new york times bestseller,,7
Eating the dinosaur,Chuck Klosterman,Sports,Popular culture; Civilization; Consumption (Economics); Sports; Social aspects; nyt:hardcover-nonfiction=2009-11-08,4.5,4.0,2009.0,,9781439168486,OpenLibraryAPI,eating the dinosaur chuck klosterman sports popular culture civilization consumption economics sports social aspects nyt hardcover nonfiction ,,7
Relentless,"Tim Grover, Tim S. Grover, Shari Wenk",Sports,"Motivation (Psychology); Sports; Psychological aspects; Sports, psychological aspects",4.5,4.0,2013.0,233.0,1476714215,OpenLibraryAPI,relentless tim grover tim s grover shari wenk sports motivation psychology sports psychological aspects sports psychological aspects,,7
Open,Andre Agassi,Sports,Tennis players; Biography; Biography & Autobiography; Nonfiction; Sports & Recreations; tennis,5.0,3.0,2009.0,502.0,0307592804,OpenLibraryAPI,open andre agassi sports tennis players biography biography autobiography nonfiction sports recreations tennis,,7
Deathwatch,Robb White,Sports,Deathwatch; Robb White; American; Edgar Award; YA; Young adult,5.0,3.0,1972.0,228.0,9780808514077,OpenLibraryAPI,deathwatch robb white sports deathwatch robb white american edgar award ya young adult,,7
Indian horse,Richard Wagamese,Sports,Ojibwa Indians; Indians of North America; Fiction; Off-reservation boarding schools; Canadian Hockey stories; Indigenous peoples in Canada,5.0,3.0,2012.0,204.0,1571319883,OpenLibraryAPI,indian horse richard wagamese sports ojibwa indians indians of north america fiction off reservation boarding schools canadian hockey stories indigenous peoples in canada,,7
Dear John,Nicholas Sparks,Sports,"Long-distance relationships; Soldiers; Fiction; Man-woman relationship; Love stories; Fiction, romance, contemporary",3.5294118,17.0,2006.0,288.0,9780446618304,OpenLibraryAPI,dear john nicholas sparks sports long distance relationships soldiers fiction man woman relationship love stories fiction romance contemporary,,1
Carrie Soto Is Back,Taylor Jenkins Reid,Sports,"American literature; nyt:combined-print-and-e-book-fiction=2022-09-18; New York Times bestseller; Fiction, women; Fiction, sports; Fiction, romance, sports",3.6363637,11.0,2022.0,392.0,9781804940877,OpenLibraryAPI,carrie soto is back taylor jenkins reid sports american literature nyt combined print and e book fiction new york times bestseller fiction women fiction sports fiction romance sports,,1
The sports gene,David J. Epstein,Sports,Athletic Performance; Human genetics; Genetic Phenomena; Sports; Athletic ability; Genetic aspects,4.25,4.0,2013.0,338.0,1591845114,OpenLibraryAPI,the sports gene david j epstein sports athletic performance human genetics genetic phenomena sports athletic ability genetic aspects,,7
Wanderlust,Rebecca Solnit,Sports,Walking; Hiking; Voyages and travels; Geschichte; Wandelen; Reizen,4.25,4.0,2000.0,326.0,1783780398,OpenLibraryAPI,wanderlust rebecca solnit sports walking hiking voyages and travels geschichte wandelen reizen,,7
Ultramarathon Man,Dean Karnazes,Sports,Endurance sports; Running races; Sports & Recreations; Nonfiction; Biography & Autobiography; Runners (Sports),4.2,5.0,2005.0,295.0,1440684022,OpenLibraryAPI,ultramarathon man dean karnazes sports endurance sports running races sports recreations nonfiction biography autobiography runners sports ,,7
Bo,Fumio Demura,Sports,Martial Arts & Self-Defense; Sports & Recreation,4.0,5.0,1999.0,,1581331452,OpenLibraryAPI,bo fumio demura sports martial arts self defense sports recreation,,7
The Playboy's Plain Jane,Cara Colter,Sports,"Fiction, Romance, Contemporary; Tender Romance; Sports executives, fiction; Florists, fiction; Bachelors, fiction; Divorced women, fiction",4.25,4.0,2007.0,192.0,0263864987,OpenLibraryAPI,the playboy s plain jane cara colter sports fiction romance contemporary tender romance sports executives fiction florists fiction bachelors fiction divorced women fiction,,1
Little girls in pretty boxes,"Ryan, Joan, Ryan, Joan",Sports,Gymnastics for girls; Moral and ethical aspects of Sports; Sports; Women athletes; Abuse of; Skating,4.25,4.0,1995.0,243.0,9780385477901,OpenLibraryAPI,little girls in pretty boxes ryan joan ryan joan sports gymnastics for girls moral and ethical aspects of sports sports women athletes abuse of skating,,7
Studies in the short story,"Adrian H. Jaffe, Virgil Scott, Антон Павлович Чехов, Richard Connell, Adrian H Jaffe",Sports,Short stories; Short story; Fiction; Hunting; Islands; survival of the fittest,4.25,4.0,1949.0,479.0,,OpenLibraryAPI,studies in the short story adrian h jaffe virgil scott richard connell adrian h jaffe sports short stories short story fiction hunting islands survival of the fittest,,7
"Perrine's Literature--Structure, Sound, and Sense--Seventh Edition","Thomas R. Arp, Антон Павлович Чехов, Albert Camus, Margaret Atwood, Richard Connell",Sports,Literature; textbooks; Collections; Fiction; Hunting; Islands,4.25,4.0,1998.0,1522.0,9780030644214,OpenLibraryAPI,perrine s literature structure sound and sense seventh edition thomas r arp albert camus margaret atwood richard connell sports literature textbooks collections fiction hunting islands,,7
Comptition sportive et psychologie,Unknown,Sports,Sports -- Aspect psychologique.; Compétition (Psychologie),4.25,4.0,1983.0,232.0,2702703208,OpenLibraryAPI,comptition sportive et psychologie unknown sports sports aspect psychologique comp tition psychologie ,,7
Racing through the dark,David Millar,Sports,SPORTS & RECREATION / Cycling; Bicycle racing; Drug use; Cyclists; BIOGRAPHY & AUTOBIOGRAPHY / Sports; BIOGRAPHY & AUTOBIOGRAPHY / General,4.6666665,3.0,2011.0,354.0,9781409120384,OpenLibraryAPI,racing through the dark david millar sports sports recreation cycling bicycle racing drug use cyclists biography autobiography sports biography autobiography general,,7
Soccernomics,"Simon Kuper, Stefan Szymanski",Sports,Social aspects; Social aspects of Soccer; Soccer; Sports; GAMES; Gambling,4.6666665,3.0,2009.0,448.0,1645030172,OpenLibraryAPI,soccernomics simon kuper stefan szymanski sports social aspects social aspects of soccer soccer sports games gambling,,7
Captains Courageous,Rudyard Kipling,Sports,Teenage boys; Fishers; Fiction; Interpersonal relations; Reading; Literature,4.6666665,3.0,1896.0,150.0,9781406791266,OpenLibraryAPI,captains courageous rudyard kipling sports teenage boys fishers fiction interpersonal relations reading literature,,7
Summer Ball,Mike Lupica,Sports,Basketball; Basketball stories; Juvenile fiction; Fiction; Camps; Children's fiction,4.6666665,3.0,2007.0,256.0,9780399244872,OpenLibraryAPI,summer ball mike lupica sports basketball basketball stories juvenile fiction fiction camps children s fiction,,1
Daniels' running formula,Jack Daniels,Sports,Running; Training; SPORTS & RECREATION; Track & Field; Sports; Fisheries,4.6666665,3.0,1998.0,306.0,9780880117357,OpenLibraryAPI,daniels running formula jack daniels sports running training sports recreation track field sports fisheries,,7
Physiology of sport and exercise,"Jack H. Wilmore, David Costill, W. Larry Kenney",Sports,Aspect physiologique; Exercice; Exercise; Physical Endurance; Physical fitness; Physiological aspects,4.6666665,3.0,1994.0,648.0,9781718228443,OpenLibraryAPI,physiology of sport and exercise jack h wilmore david costill w larry kenney sports aspect physiologique exercice exercise physical endurance physical fitness physiological aspects,,7
Running with the Kenyans,Adharanand Finn,Sports,Running; SPORTS & RECREATION / Running & Jogging; TRAVEL / Africa / Kenya; Runners (Sports); SOCIAL SCIENCE / Anthropology / Cultural; Kenyan National characteristics,4.0,4.0,2012.0,,0345528794,OpenLibraryAPI,running with the kenyans adharanand finn sports running sports recreation running jogging travel africa kenya runners sports social science anthropology cultural kenyan national characteristics,,7
Touching the void,Joe Simpson,Sports,Snow Sports; Mountaineering; Mountaineers; Case Studies; Search and Rescue Operations; Mounteers,4.0,4.0,2004.0,218.0,0060730552,OpenLibraryAPI,touching the void joe simpson sports snow sports mountaineering mountaineers case studies search and rescue operations mounteers,,7
The Most Beautiful Kite in the World,"Andrea Spalding, Georgia Graham",Sports,Juvenile fiction; Kites; Sports & Recreation - General; Children's 9-12 - Fiction - General; Fathers and daughters; Picture books,4.0,4.0,1988.0,32.0,9780889950344,OpenLibraryAPI,the most beautiful kite in the world andrea spalding georgia graham sports juvenile fiction kites sports recreation general children s fiction general fathers and daughters picture books,,1
Boy Overboard,Morris Gleitzman,Sports,Boy overboard; soccer; refugee; Child and youth fiction; Football; Boys,4.0,6.0,2002.0,192.0,9781740308076,OpenLibraryAPI,boy overboard morris gleitzman sports boy overboard soccer refugee child and youth fiction football boys,,7
